date,commodity,market,price
2021-02-15,Wheat,Delhi,2619.39
2021-02-16,Wheat,Delhi,2810.91
2021-02-17,Wheat,Delhi,2721.66
2021-02-18,Wheat,Delhi,2682.2
2021-02-19,Wheat,Delhi,2695.21
2021-02-20,Wheat,Delhi,2643.66
2021-02-21,Wheat,Delhi,2812.31
2021-02-22,Wheat,Delhi,2701.71
2021-02-23,Wheat,Delhi,2640.95
2021-02-24,Wheat,Delhi,2764.82
2021-02-25,Wheat,Delhi,2592.07
2021-02-26,Wheat,Delhi,2724.14
2021-02-27,Wheat,Delhi,2686.0
2021-02-28,Wheat,Delhi,2671.91
2021-03-01,Wheat,Delhi,2642.45
2021-03-02,Wheat,Delhi,2640.13
2021-03-03,Wheat,Delhi,2797.38
2021-03-04,Wheat,Delhi,2671.83
2021-03-05,Wheat,Delhi,2716.33
2021-03-06,Wheat,Delhi,2697.44
2021-03-07,Wheat,Delhi,2724.11
2021-03-08,Wheat,Delhi,2227.67
2021-03-09,Wheat,Delhi,2189.41
2021-03-10,Wheat,Delhi,2321.08
2021-03-11,Wheat,Delhi,2205.63
2021-03-12,Wheat,Delhi,2193.78
2021-03-13,Wheat,Delhi,2367.09
2021-03-14,Wheat,Delhi,2475.14
2021-03-15,Wheat,Delhi,2498.62
2021-03-16,Wheat,Delhi,2546.45
2021-03-17,Wheat,Delhi,2425.15
2021-03-18,Wheat,Delhi,2656.8
2021-03-19,Wheat,Delhi,2606.53
2021-03-20,Wheat,Delhi,2606.56
2021-03-21,Wheat,Delhi,2704.09
2021-03-22,Wheat,Delhi,2582.27
2021-03-23,Wheat,Delhi,2647.41
2021-03-24,Wheat,Delhi,2742.61
2021-03-25,Wheat,Delhi,2809.76
2021-03-26,Wheat,Delhi,2749.09
2021-03-27,Wheat,Delhi,2758.35
2021-03-28,Wheat,Delhi,2663.7
2021-03-29,Wheat,Delhi,2696.67
2021-03-30,Wheat,Delhi,2753.76
2021-03-31,Wheat,Delhi,2801.44
2021-04-01,Wheat,Delhi,2702.57
2021-04-02,Wheat,Delhi,2667.81
2021-04-03,Wheat,Delhi,2699.08
2021-04-04,Wheat,Delhi,2827.08
2021-04-05,Wheat,Delhi,2832.99
2021-04-06,Wheat,Delhi,2755.86
2021-04-07,Wheat,Delhi,2913.59
2021-04-08,Wheat,Delhi,2809.6
2021-04-09,Wheat,Delhi,2790.57
2021-04-10,Wheat,Delhi,2798.25
2021-04-11,Wheat,Delhi,2822.5
2021-04-12,Wheat,Delhi,2696.67
2021-04-13,Wheat,Delhi,2709.14
2021-04-14,Wheat,Delhi,2718.79
2021-04-15,Wheat,Delhi,2818.7
2021-04-16,Wheat,Delhi,2799.52
2021-04-17,Wheat,Delhi,2795.48
2021-04-18,Wheat,Delhi,2733.32
2021-04-19,Wheat,Delhi,2709.43
2021-04-20,Wheat,Delhi,2641.75
2021-04-21,Wheat,Delhi,2667.46
2021-04-22,Wheat,Delhi,2616.99
2021-04-23,Wheat,Delhi,2638.11
2021-04-24,Wheat,Delhi,2760.18
2021-04-25,Wheat,Delhi,2836.04
2021-04-26,Wheat,Delhi,2747.6
2021-04-27,Wheat,Delhi,2767.67
2021-04-28,Wheat,Delhi,2779.19
2021-04-29,Wheat,Delhi,2712.58
2021-04-30,Wheat,Delhi,2695.98
2021-05-01,Wheat,Delhi,2756.77
2021-05-02,Wheat,Delhi,2779.23
2021-05-03,Wheat,Delhi,2681.7
2021-05-04,Wheat,Delhi,2729.84
2021-05-05,Wheat,Delhi,2814.7
2021-05-06,Wheat,Delhi,2765.15
2021-05-07,Wheat,Delhi,2742.62
2021-05-08,Wheat,Delhi,2747.72
2021-05-09,Wheat,Delhi,2777.82
2021-05-10,Wheat,Delhi,2689.48
2021-05-11,Wheat,Delhi,2670.22
2021-05-12,Wheat,Delhi,2655.69
2021-05-13,Wheat,Delhi,2776.27
2021-05-14,Wheat,Delhi,2793.51
2021-05-15,Wheat,Delhi,2686.79
2021-05-16,Wheat,Delhi,2813.35
2021-05-17,Wheat,Delhi,2767.67
2021-05-18,Wheat,Delhi,2681.27
2021-05-19,Wheat,Delhi,2545.21
2021-05-20,Wheat,Delhi,2579.4
2021-05-21,Wheat,Delhi,2652.75
2021-05-22,Wheat,Delhi,2725.24
2021-05-23,Wheat,Delhi,2649.79
2021-05-24,Wheat,Delhi,2701.13
2021-05-25,Wheat,Delhi,2579.52
2021-05-26,Wheat,Delhi,2652.71
2021-05-27,Wheat,Delhi,2668.0
2021-05-28,Wheat,Delhi,2768.53
2021-05-29,Wheat,Delhi,2642.93
2021-05-30,Wheat,Delhi,2793.17
2021-05-31,Wheat,Delhi,2623.96
2021-06-01,Wheat,Delhi,2662.19
2021-06-02,Wheat,Delhi,2688.96
2021-06-03,Wheat,Delhi,2738.98
2021-06-04,Wheat,Delhi,2653.49
2021-06-05,Wheat,Delhi,2724.68
2021-06-06,Wheat,Delhi,2642.17
2021-06-07,Wheat,Delhi,2567.58
2021-06-08,Wheat,Delhi,2726.29
2021-06-09,Wheat,Delhi,2672.75
2021-06-10,Wheat,Delhi,2671.29
2021-06-11,Wheat,Delhi,2665.12
2021-06-12,Wheat,Delhi,2678.68
2021-06-13,Wheat,Delhi,2620.36
2021-06-14,Wheat,Delhi,2626.14
2021-06-15,Wheat,Delhi,2558.93
2021-06-16,Wheat,Delhi,2596.71
2021-06-17,Wheat,Delhi,2723.1
2021-06-18,Wheat,Delhi,2568.49
2021-06-19,Wheat,Delhi,2548.46
2021-06-20,Wheat,Delhi,2587.09
2021-06-21,Wheat,Delhi,2716.52
2021-06-22,Wheat,Delhi,2675.79
2021-06-23,Wheat,Delhi,2690.85
2021-06-24,Wheat,Delhi,2577.82
2021-06-25,Wheat,Delhi,2426.17
2021-06-26,Wheat,Delhi,2630.11
2021-06-27,Wheat,Delhi,2544.42
2021-06-28,Wheat,Delhi,2660.05
2021-06-29,Wheat,Delhi,2556.45
2021-06-30,Wheat,Delhi,2700.87
2021-07-01,Wheat,Delhi,2682.9
2021-07-02,Wheat,Delhi,2719.11
2021-07-03,Wheat,Delhi,2571.87
2021-07-04,Wheat,Delhi,2616.66
2021-07-05,Wheat,Delhi,2592.91
2021-07-06,Wheat,Delhi,2518.14
2021-07-07,Wheat,Delhi,2557.95
2021-07-08,Wheat,Delhi,2505.9
2021-07-09,Wheat,Delhi,2687.26
2021-07-10,Wheat,Delhi,2675.81
2021-07-11,Wheat,Delhi,2650.39
2021-07-12,Wheat,Delhi,2661.55
2021-07-13,Wheat,Delhi,2669.81
2021-07-14,Wheat,Delhi,2534.94
2021-07-15,Wheat,Delhi,2527.09
2021-07-16,Wheat,Delhi,2487.92
2021-07-17,Wheat,Delhi,2566.25
2021-07-18,Wheat,Delhi,1963.52
2021-07-19,Wheat,Delhi,2026.87
2021-07-20,Wheat,Delhi,2012.01
2021-07-21,Wheat,Delhi,2131.86
2021-07-22,Wheat,Delhi,2131.68
2021-07-23,Wheat,Delhi,2432.77
2021-07-24,Wheat,Delhi,2632.31
2021-07-25,Wheat,Delhi,2590.53
2021-07-26,Wheat,Delhi,2582.8
2021-07-27,Wheat,Delhi,2478.71
2021-07-28,Wheat,Delhi,2602.04
2021-07-29,Wheat,Delhi,2577.18
2021-07-30,Wheat,Delhi,2723.82
2021-07-31,Wheat,Delhi,2614.14
2021-08-01,Wheat,Delhi,2492.79
2021-08-02,Wheat,Delhi,2530.02
2021-08-03,Wheat,Delhi,2610.25
2021-08-04,Wheat,Delhi,2547.62
2021-08-05,Wheat,Delhi,2659.78
2021-08-06,Wheat,Delhi,2640.84
2021-08-07,Wheat,Delhi,2547.23
2021-08-08,Wheat,Delhi,2637.69
2021-08-09,Wheat,Delhi,2512.58
2021-08-10,Wheat,Delhi,2606.51
2021-08-11,Wheat,Delhi,2580.9
2021-08-12,Wheat,Delhi,2715.28
2021-08-13,Wheat,Delhi,2571.7
2021-08-14,Wheat,Delhi,2684.39
2021-08-15,Wheat,Delhi,2685.27
2021-08-16,Wheat,Delhi,2602.09
2021-08-17,Wheat,Delhi,2618.74
2021-08-18,Wheat,Delhi,2686.94
2021-08-19,Wheat,Delhi,2532.13
2021-08-20,Wheat,Delhi,2537.29
2021-08-21,Wheat,Delhi,2667.72
2021-08-22,Wheat,Delhi,2539.06
2021-08-23,Wheat,Delhi,2552.32
2021-08-24,Wheat,Delhi,2756.86
2021-08-25,Wheat,Delhi,2682.92
2021-08-26,Wheat,Delhi,2501.08
2021-08-27,Wheat,Delhi,2615.88
2021-08-28,Wheat,Delhi,2784.27
2021-08-29,Wheat,Delhi,2754.9
2021-08-30,Wheat,Delhi,2637.35
2021-08-31,Wheat,Delhi,2554.68
2021-09-01,Wheat,Delhi,2632.77
2021-09-02,Wheat,Delhi,2610.34
2021-09-03,Wheat,Delhi,2705.39
2021-09-04,Wheat,Delhi,2611.63
2021-09-05,Wheat,Delhi,2668.28
2021-09-06,Wheat,Delhi,2685.42
2021-09-07,Wheat,Delhi,2746.76
2021-09-08,Wheat,Delhi,2681.56
2021-09-09,Wheat,Delhi,2581.81
2021-09-10,Wheat,Delhi,2593.59
2021-09-11,Wheat,Delhi,2729.86
2021-09-12,Wheat,Delhi,2700.67
2021-09-13,Wheat,Delhi,2712.45
2021-09-14,Wheat,Delhi,2676.02
2021-09-15,Wheat,Delhi,2676.95
2021-09-16,Wheat,Delhi,2686.45
2021-09-17,Wheat,Delhi,2713.04
2021-09-18,Wheat,Delhi,2643.9
2021-09-19,Wheat,Delhi,2656.89
2021-09-20,Wheat,Delhi,2710.92
2021-09-21,Wheat,Delhi,2740.02
2021-09-22,Wheat,Delhi,2717.96
2021-09-23,Wheat,Delhi,2615.32
2021-09-24,Wheat,Delhi,2714.68
2021-09-25,Wheat,Delhi,2617.7
2021-09-26,Wheat,Delhi,2569.09
2021-09-27,Wheat,Delhi,2753.61
2021-09-28,Wheat,Delhi,2646.13
2021-09-29,Wheat,Delhi,2680.33
2021-09-30,Wheat,Delhi,2758.88
2021-10-01,Wheat,Delhi,2774.41
2021-10-02,Wheat,Delhi,2684.18
2021-10-03,Wheat,Delhi,2637.81
2021-10-04,Wheat,Delhi,2851.32
2021-10-05,Wheat,Delhi,2614.85
2021-10-06,Wheat,Delhi,2642.38
2021-10-07,Wheat,Delhi,2624.28
2021-10-08,Wheat,Delhi,2735.65
2021-10-09,Wheat,Delhi,2580.5
2021-10-10,Wheat,Delhi,2639.67
2021-10-11,Wheat,Delhi,2545.39
2021-10-12,Wheat,Delhi,2792.51
2021-10-13,Wheat,Delhi,2787.72
2021-10-14,Wheat,Delhi,2626.44
2021-10-15,Wheat,Delhi,2797.4
2021-10-16,Wheat,Delhi,2580.39
2021-10-17,Wheat,Delhi,2776.64
2021-10-18,Wheat,Delhi,2849.48
2021-10-19,Wheat,Delhi,2639.44
2021-10-20,Wheat,Delhi,2802.12
2021-10-21,Wheat,Delhi,2653.91
2021-10-22,Wheat,Delhi,2757.53
2021-10-23,Wheat,Delhi,2819.66
2021-10-24,Wheat,Delhi,2746.94
2021-10-25,Wheat,Delhi,2731.19
2021-10-26,Wheat,Delhi,2800.5
2021-10-27,Wheat,Delhi,2624.11
2021-10-28,Wheat,Delhi,2694.05
2021-10-29,Wheat,Delhi,2774.37
2021-10-30,Wheat,Delhi,2761.56
2021-10-31,Wheat,Delhi,2586.35
2021-11-01,Wheat,Delhi,2671.29
2021-11-02,Wheat,Delhi,2558.48
2021-11-03,Wheat,Delhi,2750.19
2021-11-04,Wheat,Delhi,2687.43
2021-11-05,Wheat,Delhi,2837.68
2021-11-06,Wheat,Delhi,2778.41
2021-11-07,Wheat,Delhi,2682.37
2021-11-08,Wheat,Delhi,2605.75
2021-11-09,Wheat,Delhi,2751.9
2021-11-10,Wheat,Delhi,2932.61
2021-11-11,Wheat,Delhi,2777.29
2021-11-12,Wheat,Delhi,2744.16
2021-11-13,Wheat,Delhi,2774.88
2021-11-14,Wheat,Delhi,2689.62
2021-11-15,Wheat,Delhi,2643.59
2021-11-16,Wheat,Delhi,2737.91
2021-11-17,Wheat,Delhi,2800.1
2021-11-18,Wheat,Delhi,2755.45
2021-11-19,Wheat,Delhi,2941.98
2021-11-20,Wheat,Delhi,2896.4
2021-11-21,Wheat,Delhi,2767.4
2021-11-22,Wheat,Delhi,2845.63
2021-11-23,Wheat,Delhi,2860.41
2021-11-24,Wheat,Delhi,2882.27
2021-11-25,Wheat,Delhi,2793.66
2021-11-26,Wheat,Delhi,2720.19
2021-11-27,Wheat,Delhi,2688.18
2021-11-28,Wheat,Delhi,2723.14
2021-11-29,Wheat,Delhi,2692.7
2021-11-30,Wheat,Delhi,2838.35
2021-12-01,Wheat,Delhi,2799.49
2021-12-02,Wheat,Delhi,2739.84
2021-12-03,Wheat,Delhi,2712.9
2021-12-04,Wheat,Delhi,2677.68
2021-12-05,Wheat,Delhi,2788.69
2021-12-06,Wheat,Delhi,2657.52
2021-12-07,Wheat,Delhi,2762.28
2021-12-08,Wheat,Delhi,2766.9
2021-12-09,Wheat,Delhi,2849.88
2021-12-10,Wheat,Delhi,2837.11
2021-12-11,Wheat,Delhi,2792.77
2021-12-12,Wheat,Delhi,2848.66
2021-12-13,Wheat,Delhi,2884.24
2021-12-14,Wheat,Delhi,2779.93
2021-12-15,Wheat,Delhi,2788.82
2021-12-16,Wheat,Delhi,2803.0
2021-12-17,Wheat,Delhi,2619.5
2021-12-18,Wheat,Delhi,2571.23
2021-12-19,Wheat,Delhi,2622.26
2021-12-20,Wheat,Delhi,2737.43
2021-12-21,Wheat,Delhi,2636.55
2021-12-22,Wheat,Delhi,2682.07
2021-12-23,Wheat,Delhi,2636.34
2021-12-24,Wheat,Delhi,2854.2
2021-12-25,Wheat,Delhi,2807.39
2021-12-26,Wheat,Delhi,2798.09
2021-12-27,Wheat,Delhi,2739.09
2021-12-28,Wheat,Delhi,2639.45
2021-12-29,Wheat,Delhi,2649.44
2021-12-30,Wheat,Delhi,2630.69
2021-12-31,Wheat,Delhi,2750.64
2022-01-01,Wheat,Delhi,2702.84
2022-01-02,Wheat,Delhi,2835.57
2022-01-03,Wheat,Delhi,2763.0
2022-01-04,Wheat,Delhi,2736.74
2022-01-05,Wheat,Delhi,2802.23
2022-01-06,Wheat,Delhi,2721.32
2022-01-07,Wheat,Delhi,2852.58
2022-01-08,Wheat,Delhi,2733.53
2022-01-09,Wheat,Delhi,2785.96
2022-01-10,Wheat,Delhi,2654.73
2022-01-11,Wheat,Delhi,2636.25
2022-01-12,Wheat,Delhi,2784.06
2022-01-13,Wheat,Delhi,2780.54
2022-01-14,Wheat,Delhi,2751.32
2022-01-15,Wheat,Delhi,2626.69
2022-01-16,Wheat,Delhi,2806.34
2022-01-17,Wheat,Delhi,2789.42
2022-01-18,Wheat,Delhi,2672.13
2022-01-19,Wheat,Delhi,2797.21
2022-01-20,Wheat,Delhi,2748.75
2022-01-21,Wheat,Delhi,2699.36
2022-01-22,Wheat,Delhi,2842.42
2022-01-23,Wheat,Delhi,2759.07
2022-01-24,Wheat,Delhi,2806.54
2022-01-25,Wheat,Delhi,2701.45
2022-01-26,Wheat,Delhi,2825.73
2022-01-27,Wheat,Delhi,2758.48
2022-01-28,Wheat,Delhi,2750.69
2022-01-29,Wheat,Delhi,2894.02
2022-01-30,Wheat,Delhi,2799.91
2022-01-31,Wheat,Delhi,2845.39
2022-02-01,Wheat,Delhi,2806.7
2022-02-02,Wheat,Delhi,2739.36
2022-02-03,Wheat,Delhi,2791.28
2022-02-04,Wheat,Delhi,2908.03
2022-02-05,Wheat,Delhi,2686.76
2022-02-06,Wheat,Delhi,2866.61
2022-02-07,Wheat,Delhi,2761.47
2022-02-08,Wheat,Delhi,2807.8
2022-02-09,Wheat,Delhi,2928.13
2022-02-10,Wheat,Delhi,2778.61
2022-02-11,Wheat,Delhi,2693.29
2022-02-12,Wheat,Delhi,2886.39
2022-02-13,Wheat,Delhi,2779.42
2022-02-14,Wheat,Delhi,2760.99
2022-02-15,Wheat,Delhi,2851.77
2022-02-16,Wheat,Delhi,2990.7
2022-02-17,Wheat,Delhi,2866.67
2022-02-18,Wheat,Delhi,2957.35
2022-02-19,Wheat,Delhi,3016.45
2022-02-20,Wheat,Delhi,2915.18
2022-02-21,Wheat,Delhi,2776.41
2022-02-22,Wheat,Delhi,2831.11
2022-02-23,Wheat,Delhi,2825.76
2022-02-24,Wheat,Delhi,2893.39
2022-02-25,Wheat,Delhi,2845.13
2022-02-26,Wheat,Delhi,2874.09
2022-02-27,Wheat,Delhi,2929.65
2022-02-28,Wheat,Delhi,2778.73
2022-03-01,Wheat,Delhi,2887.8
2022-03-02,Wheat,Delhi,2815.23
2022-03-03,Wheat,Delhi,2865.33
2022-03-04,Wheat,Delhi,3067.14
2022-03-05,Wheat,Delhi,2793.0
2022-03-06,Wheat,Delhi,2863.0
2022-03-07,Wheat,Delhi,2931.91
2022-03-08,Wheat,Delhi,2846.1
2022-03-09,Wheat,Delhi,2833.45
2022-03-10,Wheat,Delhi,2919.89
2022-03-11,Wheat,Delhi,2891.09
2022-03-12,Wheat,Delhi,2789.5
2022-03-13,Wheat,Delhi,2855.02
2022-03-14,Wheat,Delhi,2709.68
2022-03-15,Wheat,Delhi,2787.13
2022-03-16,Wheat,Delhi,2853.18
2022-03-17,Wheat,Delhi,2883.01
2022-03-18,Wheat,Delhi,2891.67
2022-03-19,Wheat,Delhi,2983.93
2022-03-20,Wheat,Delhi,2970.74
2022-03-21,Wheat,Delhi,2909.51
2022-03-22,Wheat,Delhi,2890.13
2022-03-23,Wheat,Delhi,2991.53
2022-03-24,Wheat,Delhi,2818.94
2022-03-25,Wheat,Delhi,2874.8
2022-03-26,Wheat,Delhi,2848.67
2022-03-27,Wheat,Delhi,3030.25
2022-03-28,Wheat,Delhi,3074.97
2022-03-29,Wheat,Delhi,3016.99
2022-03-30,Wheat,Delhi,2929.4
2022-03-31,Wheat,Delhi,3014.53
2022-04-01,Wheat,Delhi,3026.84
2022-04-02,Wheat,Delhi,2961.27
2022-04-03,Wheat,Delhi,2855.59
2022-04-04,Wheat,Delhi,2970.74
2022-04-05,Wheat,Delhi,2883.5
2022-04-06,Wheat,Delhi,2894.2
2022-04-07,Wheat,Delhi,2943.3
2022-04-08,Wheat,Delhi,3046.58
2022-04-09,Wheat,Delhi,2993.42
2022-04-10,Wheat,Delhi,2944.43
2022-04-11,Wheat,Delhi,2768.0
2022-04-12,Wheat,Delhi,2933.27
2022-04-13,Wheat,Delhi,2986.2
2022-04-14,Wheat,Delhi,2902.01
2022-04-15,Wheat,Delhi,2921.07
2022-04-16,Wheat,Delhi,2902.19
2022-04-17,Wheat,Delhi,2975.88
2022-04-18,Wheat,Delhi,2942.18
2022-04-19,Wheat,Delhi,2852.37
2022-04-20,Wheat,Delhi,2918.53
2022-04-21,Wheat,Delhi,2845.26
2022-04-22,Wheat,Delhi,2895.22
2022-04-23,Wheat,Delhi,2820.3
2022-04-24,Wheat,Delhi,2880.6
2022-04-25,Wheat,Delhi,2924.96
2022-04-26,Wheat,Delhi,2913.71
2022-04-27,Wheat,Delhi,2861.08
2022-04-28,Wheat,Delhi,2866.09
2022-04-29,Wheat,Delhi,3028.59
2022-04-30,Wheat,Delhi,2959.5
2022-05-01,Wheat,Delhi,2976.39
2022-05-02,Wheat,Delhi,2798.1
2022-05-03,Wheat,Delhi,2853.17
2022-05-04,Wheat,Delhi,2987.48
2022-05-05,Wheat,Delhi,2891.69
2022-05-06,Wheat,Delhi,2981.62
2022-05-07,Wheat,Delhi,2867.92
2022-05-08,Wheat,Delhi,2834.91
2022-05-09,Wheat,Delhi,2859.38
2022-05-10,Wheat,Delhi,2742.92
2022-05-11,Wheat,Delhi,2933.9
2022-05-12,Wheat,Delhi,2895.62
2022-05-13,Wheat,Delhi,2877.53
2022-05-14,Wheat,Delhi,2889.18
2022-05-15,Wheat,Delhi,2912.4
2022-05-16,Wheat,Delhi,2887.69
2022-05-17,Wheat,Delhi,2860.89
2022-05-18,Wheat,Delhi,2908.4
2022-05-19,Wheat,Delhi,2934.39
2022-05-20,Wheat,Delhi,2710.98
2022-05-21,Wheat,Delhi,2808.58
2022-05-22,Wheat,Delhi,2806.71
2022-05-23,Wheat,Delhi,2838.69
2022-05-24,Wheat,Delhi,2798.38
2022-05-25,Wheat,Delhi,2903.57
2022-05-26,Wheat,Delhi,2843.91
2022-05-27,Wheat,Delhi,2809.73
2022-05-28,Wheat,Delhi,2838.79
2022-05-29,Wheat,Delhi,2895.48
2022-05-30,Wheat,Delhi,2817.31
2022-05-31,Wheat,Delhi,2838.32
2022-06-01,Wheat,Delhi,2867.68
2022-06-02,Wheat,Delhi,2952.12
2022-06-03,Wheat,Delhi,2903.74
2022-06-04,Wheat,Delhi,2900.06
2022-06-05,Wheat,Delhi,2806.82
2022-06-06,Wheat,Delhi,2899.72
2022-06-07,Wheat,Delhi,2890.35
2022-06-08,Wheat,Delhi,2708.06
2022-06-09,Wheat,Delhi,2900.38
2022-06-10,Wheat,Delhi,2837.27
2022-06-11,Wheat,Delhi,2866.0
2022-06-12,Wheat,Delhi,2828.51
2022-06-13,Wheat,Delhi,2914.3
2022-06-14,Wheat,Delhi,2952.42
2022-06-15,Wheat,Delhi,2720.2
2022-06-16,Wheat,Delhi,2687.45
2022-06-17,Wheat,Delhi,2697.96
2022-06-18,Wheat,Delhi,2735.9
2022-06-19,Wheat,Delhi,2857.29
2022-06-20,Wheat,Delhi,2689.3
2022-06-21,Wheat,Delhi,2728.14
2022-06-22,Wheat,Delhi,2841.15
2022-06-23,Wheat,Delhi,2871.36
2022-06-24,Wheat,Delhi,2704.98
2022-06-25,Wheat,Delhi,2807.87
2022-06-26,Wheat,Delhi,2822.64
2022-06-27,Wheat,Delhi,2751.81
2022-06-28,Wheat,Delhi,2812.42
2022-06-29,Wheat,Delhi,2840.97
2022-06-30,Wheat,Delhi,2770.19
2022-07-01,Wheat,Delhi,2795.34
2022-07-02,Wheat,Delhi,2881.94
2022-07-03,Wheat,Delhi,2833.16
2022-07-04,Wheat,Delhi,2928.01
2022-07-05,Wheat,Delhi,2704.83
2022-07-06,Wheat,Delhi,2864.79
2022-07-07,Wheat,Delhi,2822.12
2022-07-08,Wheat,Delhi,2832.95
2022-07-09,Wheat,Delhi,2870.96
2022-07-10,Wheat,Delhi,2735.35
2022-07-11,Wheat,Delhi,2672.8
2022-07-12,Wheat,Delhi,2772.15
2022-07-13,Wheat,Delhi,2812.93
2022-07-14,Wheat,Delhi,2754.57
2022-07-15,Wheat,Delhi,2730.25
2022-07-16,Wheat,Delhi,2856.81
2022-07-17,Wheat,Delhi,2587.66
2022-07-18,Wheat,Delhi,2830.06
2022-07-19,Wheat,Delhi,2802.96
2022-07-20,Wheat,Delhi,2799.65
2022-07-21,Wheat,Delhi,2674.61
2022-07-22,Wheat,Delhi,2676.1
2022-07-23,Wheat,Delhi,2714.97
2022-07-24,Wheat,Delhi,2758.36
2022-07-25,Wheat,Delhi,2771.86
2022-07-26,Wheat,Delhi,2766.7
2022-07-27,Wheat,Delhi,2590.37
2022-07-28,Wheat,Delhi,2709.67
2022-07-29,Wheat,Delhi,2790.14
2022-07-30,Wheat,Delhi,2793.09
2022-07-31,Wheat,Delhi,2849.33
2022-08-01,Wheat,Delhi,2846.69
2022-08-02,Wheat,Delhi,2866.25
2022-08-03,Wheat,Delhi,2789.1
2022-08-04,Wheat,Delhi,2802.43
2022-08-05,Wheat,Delhi,2797.46
2022-08-06,Wheat,Delhi,2767.86
2022-08-07,Wheat,Delhi,2825.19
2022-08-08,Wheat,Delhi,2819.51
2022-08-09,Wheat,Delhi,2811.93
2022-08-10,Wheat,Delhi,2672.97
2022-08-11,Wheat,Delhi,2766.82
2022-08-12,Wheat,Delhi,2690.94
2022-08-13,Wheat,Delhi,2802.96
2022-08-14,Wheat,Delhi,2792.69
2022-08-15,Wheat,Delhi,2757.48
2022-08-16,Wheat,Delhi,2748.99
2022-08-17,Wheat,Delhi,2717.44
2022-08-18,Wheat,Delhi,2893.37
2022-08-19,Wheat,Delhi,2828.39
2022-08-20,Wheat,Delhi,2776.62
2022-08-21,Wheat,Delhi,2932.19
2022-08-22,Wheat,Delhi,2662.04
2022-08-23,Wheat,Delhi,2838.65
2022-08-24,Wheat,Delhi,2708.65
2022-08-25,Wheat,Delhi,2797.58
2022-08-26,Wheat,Delhi,2760.54
2022-08-27,Wheat,Delhi,2697.68
2022-08-28,Wheat,Delhi,2791.8
2022-08-29,Wheat,Delhi,2844.96
2022-08-30,Wheat,Delhi,2746.82
2022-08-31,Wheat,Delhi,2660.56
2022-09-01,Wheat,Delhi,2771.02
2022-09-02,Wheat,Delhi,2705.91
2022-09-03,Wheat,Delhi,2695.8
2022-09-04,Wheat,Delhi,2908.13
2022-09-05,Wheat,Delhi,2816.97
2022-09-06,Wheat,Delhi,2898.19
2022-09-07,Wheat,Delhi,2866.47
2022-09-08,Wheat,Delhi,2856.62
2022-09-09,Wheat,Delhi,2729.95
2022-09-10,Wheat,Delhi,2770.14
2022-09-11,Wheat,Delhi,2800.22
